Age,Gender,Education,Introversion Score,Sensing Score,Thinking Score,Judging Score,Interest,Personality
37,Female,0,1.95095,6.441510623,6.47156,6.616116708,Fiction,ISTJ
26,Female,1,0.41281,5.757027208,3.38753,3.011179613,Others,INFP
30,Female,1,0.29909,3.189160555,3.67566,3.697697491,Fiction,INFP
37,Male,0,6.09544,5.696367809,7.94236,4.948672259,Sports,ENTP
23,Male,0,4.64281,6.461468631,4.45741,6.541937838,Fiction,ISFJ
34,Female,0,4.66756,6.291461784,0.61122,8.051336341,Fiction,ESFJ
23,Male,0,2.09198,7.161321239,8.36801,3.677845999,Technology,ISTP
32,Female,0,3.31365,6.440300867,3.69644,6.521624298,Technology,ESFJ
24,Female,0,6.61102,7.591481966,2.11068,7.434462423,Arts,ESFJ
20,Female,0,3.09702,5.183652201,9.26381,6.060798001,Arts,ENTJ
28,Male,0,9.93345,5.398975143,0.14307,6.791997428,Arts,ENFJ
27,Male,1,6.96084,6.159295096,8.24853,3.345461431,Sports,ESTP
28,Female,0,8.34535,6.168213775,9.66313,6.577073138,Arts,ESTJ
23,Male,0,2.00887,6.840187931,1.75162,6.458496779,Arts,ISFJ
22,Male,1,9.29539,7.049270304,5.22209,4.096849139,Arts,ESFP
29,Male,0,6.78229,7.420241032,6.86201,7.320482509,Fiction,ESTJ
29,Female,1,3.40135,2.547714877,9.02313,5.539691914,Arts,INTP
23,Female,1,1.43992,4.81491115,5.77675,5.962782758,Fiction,INTP
24,Male,1,7.63388,3.884088936,7.76802,6.011294278,Fiction,ENTP
31,Female,1,2.04768,7.343407344,5.56734,4.785716233,Fiction,ISTP
22,Female,0,4.31572,6.25650788,0.02508,5.613341636,Others,ENFP
34,Female,0,3.12773,4.021136881,8.0672,5.520733894,Sports,INTJ
24,Female,1,1.39869,4.532941853,0.91412,3.598612135,Arts,INFP
28,Male,0,0.2354,6.519358325,1.92148,6.719999586,Arts,ISFJ
30,Male,1,8.44503,5.148590781,1.56721,2.976300168,Fiction,ENFP
22,Male,1,9.46588,6.352139774,1.22536,5.386411332,Arts,ENFP
40,Male,0,1.7088,2.802768741,3.33645,6.051899309,Arts,INFJ
33,Female,0,4.17488,6.543387133,8.3619,6.055620999,Sports,ISTJ
24,Female,0,2.54738,5.823818838,8.7375,6.368993067,Fiction,INTJ
30,Female,0,6.39306,6.29181845,5.8693,6.650888186,Others,ESTJ
28,Female,0,1.96592,6.382349477,2.62509,6.170240134,Fiction,ISFJ
32,Female,0,7.57314,6.109563437,1.58511,6.146223483,Fiction,ESFJ
23,Male,1,7.83629,4.047269914,2.74249,4.432182647,Sports,ENFP
30,Female,1,1.66449,6.754237281,8.23827,4.968460486,Fiction,ISTP
28,Male,1,4.48658,6.470524351,9.14941,3.996626738,Technology,ISTP
27,Male,0,0.75889,5.141602614,2.02598,5.746379591,Arts,INFP
23,Female,1,3.38003,6.033310915,7.72692,7.080553026,Arts,INTP
24,Male,0,9.56751,5.639362526,5.39172,6.396500733,Sports,ENFJ
24,Male,0,0.58805,6.620290235,7.53069,6.789419698,Others,ISTJ
23,Male,0,7.53379,4.712810108,9.78894,6.086233052,Others,ENTJ
25,Male,1,4.81775,6.262072191,7.34904,4.32665722,Technology,ESTP
28,Male,0,5.28581,7.380210449,7.024,3.684205649,Arts,ISTP
21,Male,0,1.93516,5.831332801,9.88326,7.39327374,Others,INTJ
22,Female,0,0.05253,5.193911845,5.81665,4.840693946,Fiction,INTP
27,Male,0,5.70998,6.397816475,2.37241,6.292151155,Fiction,ESFJ
23,Male,0,6.43262,5.532100569,4.40426,7.112656736,Sports,ENFJ
28,Male,0,3.15214,4.640321443,2.026,6.118646841,Fiction,INFJ
25,Female,1,2.93478,7.21670033,3.6071,4.023311024,Technology,ISFP
31,Male,0,7.27189,6.684146804,8.51915,7.181595745,Others,ESTJ
22,Male,0,6.18805,6.177541299,7.3428,6.606460053,Fiction,ESTJ
35,Male,0,4.13492,6.162945438,5.1268,6.117268346,Fiction,ESFJ
33,Male,0,3.26711,6.290315482,6.33718,5.95394786,Others,ISFP
25,Male,1,5.93107,6.255307591,3.55179,4.864651422,Fiction,ESFP
21,Female,1,7.82994,3.992747717,1.02647,5.365858837,Fiction,ENFP
22,Male,0,8.9985,6.148669718,4.53398,6.203953616,Fiction,ENFJ
24,Female,0,5.5686,6.680770017,7.544,6.966196727,Fiction,ESTJ
35,Female,0,5.76649,4.727730376,2.32123,7.448796831,Fiction,ENFJ
28,Female,1,1.08522,5.294882208,2.69251,3.565674567,Fiction,INFP
30,Female,0,2.31885,6.809969378,1.28982,4.038566459,Arts,ISFP
33,Male,1,0.68994,6.516274593,3.70402,5.255710047,Fiction,ISFP
21,Female,0,1.18223,5.484504515,5.84311,5.56348932,Arts,INTP
26,Male,0,0.8859,6.119238319,0.72235,6.776673286,Arts,ISFJ
30,Female,1,4.39771,6.931357538,8.61993,5.066751648,Arts,ESTP
20,Female,0,2.65111,5.199474195,7.80508,7.161078584,Fiction,INTJ
28,Male,0,2.17913,5.269045415,5.08408,6.806062885,Fiction,INFJ
39,Male,0,4.39818,4.549992952,5.09386,6.373233536,Fiction,INFJ
25,Male,0,5.36334,6.417768957,6.32156,7.890077448,Fiction,ESFJ
24,Female,1,2.9248,6.223862947,6.30187,2.814309379,Technology,ESTP
39,Female,0,1.89903,6.894879414,4.6738,6.487096073,Arts,ISTJ
26,Male,1,7.057,2.770507736,4.65972,3.345354369,Fiction,ENFP
28,Male,0,1.52663,4.806687968,8.92115,6.711780806,Technology,INTJ
31,Male,0,3.29862,6.42494591,7.4161,3.965264065,Arts,ISTP
25,Male,0,1.38143,6.875070567,7.27963,5.69877421,Sports,ISTJ
37,Female,0,4.08799,6.276717471,4.85202,6.050666497,Arts,ESTJ
22,Female,0,1.20739,6.290922618,9.01931,7.610919381,Fiction,ISTJ
22,Female,0,1.26736,4.754855134,3.20764,6.446366614,Fiction,INFJ
36,Male,0,4.56893,6.411277479,5.96415,6.17462273,Fiction,ESFJ
32,Female,1,9.33752,6.462723777,0.34133,3.142447015,Sports,ESFP
32,Male,0,6.30491,6.910449494,4.89659,3.997679689,Arts,ESFP
37,Female,0,0.43145,7.028009676,2.6631,6.25018133,Arts,ISFJ
32,Female,0,5.38141,6.448697428,0.98864,5.050008386,Fiction,ESFP
32,Female,0,0.22111,6.612518017,7.27614,5.546278705,Sports,ISTJ
26,Male,0,5.18262,7.258207834,3.52543,6.181647854,Others,ISFJ
21,Female,0,0.61805,7.150764806,1.18892,6.225138747,Fiction,INFJ
30,Female,1,3.29544,3.498827392,5.8536,6.167184236,Arts,INTP
25,Male,0,7.29427,3.995910168,2.11045,6.104103975,Fiction,ENFJ
27,Male,0,2.02937,6.87612275,1.32201,1.986419711,Fiction,ISFP
26,Female,0,7.2148,6.248306891,9.36764,5.61186695,Fiction,ESTP
27,Female,0,3.41069,6.877756139,2.39722,6.164407516,Fiction,ESFJ
27,Male,1,6.2978,6.19383252,8.57286,4.494080458,Technology,ESTP
34,Male,0,4.07516,5.595268068,5.6703,4.918846165,Arts,ENTP
26,Male,0,6.22247,6.05539131,0.50517,5.719546406,Sports,ENFJ
25,Male,0,7.86619,5.832235707,0.18063,6.83186443,Sports,ENFJ
23,Female,0,8.87524,5.272382788,0.11447,6.763827306,Arts,ENFJ
19,Female,0,9.66795,5.219072725,1.34484,7.082565887,Others,ENFJ
22,Female,1,2.14451,3.230999369,9.88927,0.146874884,Technology,INTP
22,Female,0,8.75356,3.492171452,2.619,6.115870639,Technology,ENFJ
22,Female,0,3.73729,5.066632989,3.25829,6.544605602,Fiction,ENFJ
19,Female,0,2.89766,5.958913278,9.21795,4.406204492,Others,INTP
37,Male,0,9.73211,7.33688781,3.93916,7.678755874,Others,ESFJ
25,Male,0,7.63188,5.080469944,4.92831,5.593018167,Sports,ENFJ
23,Male,0,2.85102,4.679826311,1.45312,6.443095574,Fiction,INFJ
20,Male,0,4.24088,4.905868756,3.75276,6.074013084,Sports,INFJ
30,Male,0,1.3213,7.044357773,2.30119,6.435170165,Fiction,ISFJ
29,Female,0,3.40262,3.81863609,5.43206,5.88200447,Sports,INFJ
27,Male,0,2.33169,5.296376956,0.92309,6.022203207,Fiction,INFJ
28,Male,1,5.01885,6.66417558,6.67092,4.106222965,Fiction,ESTP
35,Male,0,9.11802,5.180584142,9.48027,5.887688485,Fiction,ENTP
24,Male,1,5.99515,6.828540884,9.01019,5.813239522,Others,ESTP
32,Male,0,2.55324,6.33673629,9.3179,7.153964109,Fiction,ISTJ
24,Female,0,1.11829,5.42956405,2.00372,2.961303529,Fiction,INFP
27,Female,0,2.05192,6.277851021,7.54959,4.758275557,Fiction,ISTP
23,Male,0,8.62116,8.764624176,7.79215,4.901772125,Fiction,ESTP
23,Male,0,4.85482,3.625181743,8.3258,6.132692311,Fiction,ENTJ
26,Female,0,7.61269,5.214403107,6.24906,6.163392175,Others,ENTJ
25,Female,0,0.24753,3.339410633,8.8936,6.899181391,Fiction,INTJ
30,Female,0,1.82589,6.237009863,9.00689,5.891553171,Others,ISTP
28,Male,0,4.48857,7.159350633,7.13548,6.056813697,Sports,ISTJ
28,Female,0,0.26337,6.640112687,8.17643,5.639484857,Arts,ISTP
28,Male,0,5.44767,6.306387759,4.07274,6.821165014,Fiction,ESFJ
32,Female,1,0.48639,6.253924548,0.67265,6.30196142,Others,ISFP
38,Male,0,1.86586,6.793747688,7.67896,5.156823587,Sports,ISTJ
35,Female,0,0.23454,7.214552488,8.74546,6.142450101,Fiction,ISTJ
21,Female,0,8.77296,6.655330462,6.67152,6.60568405,Fiction,ENTJ
38,Female,0,1.69163,7.103042106,5.53401,6.945669243,Fiction,ISTJ
21,Male,0,2.71733,6.504945344,9.97987,5.939601863,Sports,INTJ
21,Female,0,6.43373,4.97919545,9.0636,5.902842826,Technology,ENTP
25,Female,0,4.33145,6.324028521,3.30723,4.048907123,Arts,ISFP
38,Male,1,0.08436,3.073863322,9.96297,1.96589235,Sports,INTP
29,Female,0,2.17356,6.166016729,9.31744,6.481436712,Technology,ISTJ
22,Female,0,8.83998,3.635076268,8.22057,4.253670618,Arts,ENTP
24,Male,0,0.70954,6.066577193,5.99954,5.425722598,Sports,INFJ
21,Male,0,3.35575,3.902275524,8.7386,5.173060364,Fiction,INTP
31,Male,0,3.65182,6.281299326,9.88133,6.207647785,Technology,ESTJ
21,Female,0,4.83811,5.932951518,5.93429,6.498700281,Arts,ENTJ
28,Male,1,1.05841,5.62668598,0.74013,3.824592705,Sports,INFP
22,Male,0,5.73592,4.476754949,8.60549,5.399250389,Others,ENTP
26,Female,0,3.18734,6.555708581,1.93327,6.432382599,Arts,ISFJ
24,Male,0,5.01268,6.707595068,3.93676,5.437652404,Sports,ESFJ
22,Male,0,7.91482,6.854927825,6.98679,6.658481523,Technology,ENTJ
22,Male,0,6.61184,5.712051807,2.15006,5.587723295,Others,ENFP
26,Female,0,1.62545,5.553908496,7.412,5.990058809,Sports,INTJ
32,Female,0,5.15543,6.749259436,7.09898,6.716391616,Technology,ESTJ
24,Female,0,9.15029,7.288209242,1.23,7.310468682,Fiction,ESFJ
31,Female,0,6.63023,5.576645249,1.70036,5.803204913,Sports,ENFJ
32,Female,0,2.97243,5.531156567,7.43888,2.664466655,Arts,INTP
27,Female,0,3.79042,6.186184642,6.46624,6.593047692,Arts,ESTJ
26,Male,0,5.41445,7.740727275,6.11966,3.672451093,Others,ESFP
24,Male,0,7.8107,5.671335523,5.52241,6.08204384,Sports,ENFJ
25,Female,0,1.48577,4.256615314,8.01983,4.476656674,Arts,INTP
43,Male,0,0.2704,6.268974753,1.04027,4.564316631,Fiction,ISFP
35,Male,0,1.94142,6.32353154,9.54554,6.176780499,Fiction,ISTJ
30,Female,1,0.60387,6.619802806,7.69774,4.415759332,Fiction,ISTP
27,Male,0,3.95989,7.595565309,7.34425,3.293589285,Others,ESTP
23,Male,0,1.06108,4.786332606,2.29404,4.673945248,Others,INFP
34,Female,0,4.76298,6.61288305,7.18721,6.276549904,Arts,ESTJ
27,Male,1,1.52614,5.571789825,0.05419,5.99268895,Arts,INFP
23,Male,0,7.98311,5.928310077,6.17457,6.712395401,Others,ENFJ
25,Female,0,4.98538,5.33598456,6.91357,3.619803432,Others,ENTP
44,Female,1,6.72881,5.917939972,3.12354,3.885582241,Arts,ENFP
24,Female,1,0.27235,6.480016684,9.42014,4.674363499,Technology,ISTP
20,Male,0,1.53991,4.5757858,1.7378,5.291404178,Sports,INFJ
33,Male,0,3.06912,4.898528452,6.65918,6.776741155,Others,INTJ
27,Male,0,6.79721,3.623230763,5.71987,6.015504528,Technology,ENFJ
26,Female,0,5.1896,6.566496062,4.73732,6.369011057,Others,ESFJ
21,Male,0,5.70948,7.95090774,6.66559,5.136437241,Sports,ENTJ
23,Male,0,2.84782,5.38665823,4.83882,5.841161751,Sports,INFJ
27,Female,0,7.53904,5.872940901,1.75714,6.140449572,Sports,ENFJ
24,Female,0,5.17382,4.355471539,2.35804,6.607006149,Fiction,ENFJ
31,Male,0,8.03708,4.273653839,2.06213,7.404845417,Sports,ENFJ
35,Female,0,5.22975,7.010464669,1.02376,4.522385771,Fiction,ESFP
35,Female,0,4.09109,6.155350754,7.29961,1.991171477,Fiction,ISTP
31,Male,1,3.39159,6.275073695,8.92194,5.92591831,Fiction,ISTP
32,Male,0,8.79401,6.185157516,5.23917,6.114916094,Technology,ESFJ
25,Male,0,2.89703,6.290756424,3.68567,6.426291607,Others,ISFJ
27,Male,0,9.41206,7.0465074,7.17901,5.469611046,Others,ESTP
35,Female,0,3.45607,4.19898766,3.20461,7.402116444,Fiction,INFJ
24,Female,0,2.61735,4.998085092,6.31116,6.031112149,Others,INTJ
35,Male,0,7.67419,6.228057928,2.93557,6.767710126,Fiction,ESFJ
36,Female,0,3.68454,4.843990878,8.96007,6.657161293,Arts,ENTJ
27,Male,1,4.5023,4.246210204,3.14682,2.24684736,Sports,INFP
28,Male,0,7.46054,8.154480877,8.63404,6.099303836,Arts,ESTJ
23,Male,0,0.94269,7.374290034,9.1963,3.490532147,Technology,ISTP
25,Male,1,2.46707,6.213264418,0.08476,1.102562519,Fiction,ISFP
23,Female,0,9.09804,5.219105243,1.91319,5.837329235,Technology,ENFP
21,Male,1,1.78842,5.586074792,9.3356,2.618278105,Technology,INTP
23,Male,0,2.56295,7.934471277,8.09313,6.111379817,Technology,ISTJ
27,Male,0,2.47231,4.478042541,1.22053,4.66210894,Fiction,INFP
22,Male,1,8.37598,5.206329957,9.6487,1.579377768,Sports,ENTP
33,Male,0,4.15572,5.614708422,7.16799,4.412319678,Technology,ENTP
36,Female,1,5.87968,5.920665757,2.26925,5.619313665,Technology,ENFP
30,Female,0,4.69775,7.157517953,4.97149,6.242615506,Fiction,ESFJ
30,Female,1,0.61804,6.260677106,9.83042,3.200806868,Fiction,ISTP
26,Female,0,4.74501,1.601034679,9.19544,7.810049646,Fiction,ENTJ
28,Female,1,4.63512,6.144566519,6.63361,5.363392871,Sports,ESTP
29,Male,0,3.40504,4.668183152,6.74974,5.109756155,Sports,INTJ
25,Female,0,9.61692,5.007721588,6.03215,3.718993369,Others,ENTP
39,Male,0,0.09618,6.167923849,3.24772,6.169629774,Fiction,ISFJ
24,Female,0,1.83366,6.402629285,4.27092,5.564858549,Others,ISFP
23,Male,1,1.54459,6.831932387,2.21975,2.612421769,Arts,INFP
22,Female,0,9.89735,4.012338463,8.09153,6.033086261,Arts,ENTJ
23,Male,0,3.50849,6.186476822,7.27696,6.039889484,Fiction,ISTJ
34,Female,0,1.47565,4.615065395,9.15439,3.315465157,Technology,INTP
24,Male,0,0.05967,4.322247074,4.63548,2.912232315,Fiction,INFP
30,Female,1,7.8468,6.933103716,8.46308,4.410294778,Technology,ESTP
35,Male,0,1.18899,6.422183941,7.58404,6.087310883,Fiction,ISTJ
33,Male,0,1.79046,6.692342368,9.74243,5.914656223,Sports,ISTJ
23,Male,0,1.27367,5.308390415,7.246,4.229731729,Technology,INTP
29,Male,1,6.76327,6.453852047,6.0784,4.527617473,Others,ESFP
27,Male,0,1.13754,6.539498965,8.82215,6.147615893,Arts,ISTJ
23,Female,0,9.3189,3.762361262,6.78809,7.436162545,Fiction,ENTJ
32,Male,0,6.15813,5.516574904,8.64305,6.406348729,Others,ENTJ
25,Male,0,6.4585,6.858716312,8.259,6.150512868,Fiction,ESTJ
22,Female,0,0.12397,5.380531304,9.74693,6.406005201,Fiction,INTJ
25,Male,0,4.46226,3.816704119,2.68046,6.132088897,Fiction,INFJ
28,Female,1,0.4984,4.466250762,3.03149,5.157351677,Others,INFP
20,Male,0,2.70838,3.641089466,0.37532,5.710498569,Fiction,INFP
42,Male,0,7.55013,6.096367216,8.73593,6.765665277,Technology,ENTJ
33,Female,0,3.7576,5.117348287,0.26086,6.524764236,Arts,ENFJ
19,Female,0,9.81291,8.06127575,7.71192,3.292095483,Others,ENTP
26,Female,0,5.55026,5.319525444,4.33217,6.416957272,Sports,ENFJ
21,Female,1,2.6199,6.31499524,6.30551,5.515788651,Others,INTP
27,Male,1,2.87335,4.007541189,3.3765,4.649920262,Arts,INFP
27,Male,0,4.90613,7.580249648,8.67618,6.273671329,Fiction,ISTJ
26,Male,0,1.27476,6.398662003,9.68447,6.580811611,Arts,ISTJ
31,Male,0,8.22018,6.304095816,7.12342,4.213857424,Fiction,ESTP
24,Male,0,3.55791,6.556176834,3.07701,5.166528523,Sports,ISFJ
24,Male,0,5.60299,5.497246995,2.06207,6.251606388,Technology,ENFJ
22,Male,0,6.1864,3.856742501,0.46624,3.647445322,Fiction,ENFP
32,Male,1,2.74056,6.781959165,4.6943,3.724823302,Fiction,ISFP
29,Female,0,0.66717,5.828174281,7.12257,6.345303559,Technology,INTJ
23,Female,1,1.97929,3.847666308,6.82571,6.219341952,Fiction,INTP
27,Male,0,1.68605,3.894077113,6.33725,6.133325996,Arts,INTJ
28,Male,0,5.16253,5.28803438,8.03568,6.007879516,Others,INTJ
28,Female,0,4.68153,4.209920554,1.95411,6.780800188,Technology,ENFJ
24,Female,0,5.49914,5.940346519,7.37291,6.0190601,Technology,ENTJ
25,Male,0,7.89838,5.846793951,7.51906,6.673526673,Others,ENTJ
31,Male,1,2.77002,6.914540165,3.28852,3.864078347,Sports,ISFP
29,Female,0,8.27877,4.287463279,7.18722,6.246230502,Others,ENTJ
27,Female,0,0.58262,5.535560559,6.50511,6.662646097,Fiction,INTJ
28,Male,0,1.32949,6.704714519,7.05582,5.283091648,Fiction,ISTP
28,Female,1,0.55332,6.799758229,2.12329,5.778875577,Fiction,ISFP
27,Female,1,0.95464,6.111450388,9.76465,8.367679608,Technology,ISTP
24,Female,0,2.7727,3.97473047,3.27968,5.725694138,Fiction,ENFP
27,Male,0,7.15565,6.543525378,8.58327,3.647184176,Others,ESTP
31,Male,0,7.39478,6.19425669,7.06877,6.730303914,Sports,ESTJ
28,Female,1,2.59139,7.726625616,5.00612,7.492092445,Arts,ISTP
28,Male,0,6.08716,5.250036831,0.55092,6.425195005,Fiction,ENFJ
22,Male,0,7.58904,4.459240227,7.26303,5.045439908,Arts,ENTP
30,Female,0,6.25941,6.554279479,7.90715,6.37077942,Arts,ESTJ
25,Female,0,4.32338,6.292222962,8.17788,6.230691166,Arts,ESTJ
32,Female,1,1.22976,6.528737621,8.59161,4.204156104,Sports,ISTP
28,Male,0,9.59402,6.465995089,1.21909,5.013274377,Sports,ESFJ
21,Female,1,1.63012,6.52008993,9.8694,5.82477099,Arts,INTP
26,Female,0,6.18257,5.363493173,3.0526,6.239097844,Fiction,ENFJ
26,Male,0,2.64229,6.150295208,6.56882,6.605809097,Fiction,ISTJ
25,Male,1,8.46491,6.180744162,1.70788,6.746121631,Others,ESFP
25,Male,0,6.87954,6.076069022,8.67822,6.26885822,Arts,ENTJ
24,Male,0,4.77626,6.628704681,3.7003,7.038461698,Arts,ESFJ
21,Male,0,4.02482,4.712087408,5.65108,3.725455724,Arts,ENTP
21,Female,1,7.37116,7.596445178,5.85583,1.781697049,Fiction,ENTP
26,Male,0,2.92129,6.815551819,6.41601,6.609325368,Arts,ISTJ
32,Female,0,1.82558,6.538057492,4.51745,6.778380769,Arts,ISTJ
35,Male,1,7.03349,6.433160428,9.73165,6.858112793,Fiction,ESTP
21,Male,0,5.23337,6.037641922,2.56787,7.464366419,Fiction,INFJ
30,Male,0,9.4218,6.111677722,7.25301,6.680123542,Fiction,ESTJ
23,Male,0,0.10746,3.215553207,5.2391,6.515579933,Arts,INFJ
25,Female,0,0.64965,6.901934582,6.28184,6.003439487,Others,ISTJ
22,Female,0,3.14036,4.631486498,8.18969,3.62621673,Technology,INTP
27,Female,0,9.01376,4.648353379,2.89278,6.117581871,Technology,ENFJ
33,Male,0,4.4675,6.819660591,2.47722,6.263062644,Technology,ISFJ
28,Male,1,4.60096,6.716848355,6.96989,4.533382508,Arts,ESTP
35,Male,0,9.67907,6.266647451,2.59932,6.555608496,Fiction,ESFJ
27,Male,0,1.13182,6.106054546,7.5893,6.661738445,Fiction,ISTJ
30,Female,1,9.03344,6.324287781,6.64568,3.895738114,Sports,ESTP
37,Female,0,8.69262,4.085169433,9.69671,6.471338633,Arts,ENTJ
27,Male,1,4.08581,6.169734242,5.06777,4.814079858,Technology,ISFP
35,Male,1,0.78778,4.537190243,2.66115,5.345124589,Fiction,INFP
21,Male,0,3.35501,3.734232638,7.79503,2.660588632,Technology,INTP
27,Male,0,0.72224,3.930013854,6.87235,5.201252177,Sports,INTJ
42,Female,0,8.74808,7.443085321,4.07266,3.519921675,Arts,ESFP
31,Female,0,1.33287,6.278007551,3.939,3.712703985,Arts,ISFP
32,Male,0,5.07784,1.554722437,3.45554,6.548598628,Sports,ENFJ
31,Male,0,8.17006,4.384335157,2.70414,8.158758831,Arts,ENFJ
30,Male,0,6.9479,6.32205108,5.90052,7.371144765,Others,ESFJ
37,Female,1,6.97212,6.124944548,6.01989,5.658218831,Arts,ESTP
25,Female,0,3.86216,6.298391317,4.59431,7.123573366,Fiction,ESFJ
27,Female,0,4.10452,6.195102416,5.17934,6.804267881,Fiction,ESFJ
32,Male,0,4.05712,3.21594827,1.48672,4.436622153,Others,ENFP
38,Female,0,3.26675,8.153146499,3.79605,5.877295745,Sports,ISFJ
29,Male,0,7.68176,6.803362067,6.72211,5.03389604,Technology,ESTP
33,Male,0,3.95653,8.413224621,9.69635,6.607335247,Fiction,ISTJ
23,Male,0,3.22856,3.29442513,7.34911,6.333000969,Fiction,INTJ
30,Male,1,3.06141,2.911914381,7.21626,5.454582223,Others,INTP
34,Female,1,2.38238,7.157268404,4.09475,3.233440876,Technology,ISFP
27,Female,0,0.61826,6.038175355,7.40189,5.26917843,Technology,INTP
24,Male,0,0.56352,3.266281138,9.91494,5.360833734,Sports,INTJ
29,Male,0,0.05653,6.146803843,3.995,5.863286687,Sports,ISFJ
40,Female,0,0.57424,6.435515366,9.75565,4.581993937,Fiction,ISTP
28,Female,0,1.499,6.170831006,2.1175,4.97565539,Others,ISFP
29,Female,1,6.39963,7.141925216,6.19701,6.379534957,Arts,ESTP
26,Female,1,7.78408,4.928296177,8.44089,2.96145583,Sports,ENTP
33,Male,0,0.60765,7.277717328,5.06022,6.02723048,Arts,ISFJ
22,Female,0,5.0535,6.265780865,9.34928,6.463640661,Others,ESTJ
25,Male,0,8.92905,4.578478969,4.81583,6.691378788,Others,ENFJ
28,Female,0,7.18183,8.06383871,2.30932,4.270822376,Fiction,ESFP
27,Female,0,9.30575,4.966136176,9.13896,3.40888209,Fiction,ENTP
41,Male,1,9.13372,5.975181464,9.64649,5.262270219,Fiction,ENTP
25,Male,1,9.56091,5.963342546,6.35036,3.460935134,Arts,ENTP
23,Female,0,2.52818,7.030520292,3.528,6.402804447,Technology,ISFJ
24,Female,0,0.2901,6.389627745,0.7091,4.699959993,Technology,ISFP
27,Male,1,4.67215,3.838454967,9.87182,5.030961752,Fiction,ENTP
26,Male,0,3.19603,6.444834122,7.85048,6.468520558,Arts,ISTJ
30,Female,0,2.15382,5.818949734,8.93084,5.226739564,Technology,INTP
26,Female,1,2.69438,6.677510336,6.51143,3.375721164,Fiction,ESTP
27,Male,0,6.9094,6.299528594,6.15391,2.603474617,Others,ESFP
29,Female,0,8.65628,6.838423027,9.57822,5.135921529,Arts,ESTP
38,Female,0,1.48844,2.718615851,6.16984,3.399844262,Others,INTP
23,Female,1,7.00052,7.024958119,7.71319,3.301974537,Sports,ESTP
21,Male,0,6.85281,5.40316391,7.60337,4.71866299,Arts,ENTP
24,Female,0,2.19167,6.392698644,9.99915,6.018255477,Fiction,ISTJ
28,Male,1,5.97006,5.12548456,5.26008,1.433675888,Fiction,ENFP
22,Female,1,6.28934,5.680646175,8.44683,4.283379573,Technology,ENTP
29,Male,0,2.98994,7.101861695,0.93696,7.480697564,Fiction,ISFJ
20,Female,0,3.441,5.663769109,7.95667,6.436758106,Fiction,INTJ
29,Male,1,7.20481,5.699536668,9.52136,5.760202169,Arts,ENTP
35,Female,0,8.2102,3.706796244,9.44515,6.748059028,Others,ENTJ
34,Male,0,8.8834,6.671585745,0.66437,6.36997391,Fiction,ESFJ
27,Female,0,4.7902,6.306278678,0.61133,4.614900387,Fiction,ESFP
32,Male,1,0.34283,5.288269042,6.52433,2.696009288,Technology,INTP
20,Male,1,9.43811,4.073250271,9.52727,5.005960663,Technology,ENTP
28,Male,0,8.68255,3.522005017,6.00816,6.006383773,Others,ENFJ
26,Female,0,8.27296,6.355025715,2.32252,6.014062551,Fiction,ESFJ
27,Male,1,4.73424,5.359378371,5.57178,3.2749125,Sports,ENFP
22,Female,1,2.31313,5.582656759,0.31341,5.993413579,Others,INFP
31,Female,0,0.80338,6.220384389,3.70452,7.087102301,Arts,ISFJ
27,Female,0,2.67462,6.481474525,8.05983,6.362130657,Fiction,ISTJ
24,Female,0,3.61777,6.454911893,6.05118,5.712308743,Sports,ESTJ
35,Male,1,0.80486,5.257859069,7.40077,5.194382325,Technology,INTP
28,Male,0,5.11514,7.124162733,1.91177,6.267684527,Arts,ISFJ
25,Female,0,2.06858,5.284429605,9.72085,2.688913007,Others,INTP
43,Female,0,0.27083,5.546621447,3.33276,4.877763315,Fiction,INFP
24,Male,0,6.72709,7.364218206,2.47706,6.831158612,Others,ESFJ
24,Male,1,3.94768,5.589643665,1.80652,3.709485803,Fiction,ENFP
37,Male,1,2.88264,6.42056294,6.11418,5.389749858,Technology,ISFP
24,Male,0,3.17227,7.388329897,7.15926,4.116178042,Fiction,ISTP
25,Female,0,3.75682,5.165190508,2.80196,5.957086223,Sports,ENFJ
28,Male,1,9.58383,6.410652472,3.58914,3.389948137,Fiction,ESFP
29,Male,0,4.548,4.538724595,3.50406,4.689583546,Fiction,INFP
34,Male,1,1.23744,7.89955734,6.72232,3.642608885,Technology,ISTP
38,Female,1,0.61282,6.553922996,0.74339,4.593393597,Others,ISFP
24,Female,0,2.3255,6.258672312,9.8363,4.681367421,Sports,ISTP
